"SN.","Title","Registration Number","Registration Date","Language","Periodicity","Publisher","Owner","Publication State","Publication District"
"34070","KODAGU DWANI","KARKAN/2015/69431","05-12-2016","Kannada","Weekly","H.K. JAGADIS","H.K. JAGADIS","Karnataka","Kodagu"
"34071","Kodagu times","KNKAN/26/A3111","06-05-2026","Kannada","Daily","Dileep R","Dileep R","Karnataka","Kodagu"
"34072","KODAIKANAL OBSERVATORY ANNUAL REPORTS","14761","01-01-1964","English","Annual","DIRECTOR ASTROPHYSICAL OBSERVATORY","ASTROPHYSICAL OBSERVATORY, KODAIKANAL","Tamil Nadu","Dindigul"
"34073","KODAMBAKKAM TALK","TNBIL/2008/25418","27-11-2008","English, Tamil","Weekly","T.R. JAWAHAR","TALK MEDIA PVT. LTD.","Tamil Nadu","Chennai"
"34074","KODAND GARJANA","MPHIN/2021/81786","27-07-2022","Hindi","Weekly","SHEETAL ROY","SHEETAL ROY","Madhya Pradesh","Indore"
"34075","KODATAGERI EXPRESS","KARKAN/2016/70250","31-01-2017","Kannada","Fortnightly","KALAKAPPA S. KODATAGERI","KALAKAPPA S. KODATAGERI","Karnataka","Koppal"
"34076","KODIGEHALLI VOICE","KARKAN/2018/75932","31-08-2018","Kannada","Monthly","OBALESH A.","OBALESH A","Karnataka","Bengaluru"
"34077","KODINAR SAMACHAR","GUJGUJ/2017/72783","28-07-2017","Gujarati","Weekly","NAVNIT KUMAR R. THAKRAR","NAVNIT KUMAR R. THAKRAR","Gujarat","Gir Somnath"
"34078","KOHEFIZA SAMACHAR SANDESH","52071","08-03-1991","Hindi","Weekly","SHYAM KUMAR BHARTI","SHYAM KUMAR BHARATI","Madhya Pradesh","Bhopal"
"34079","KOHETOOR TIMES","MAHURD/2011/43347","25-06-2012","Urdu","Weekly","MOHD. AYUB SHAIKH HABIB","MOHD. AYUB SHAIKH HABIB","Maharashtra","Chhatrapati Sambhaji Nagar"
"34080","KOHHRAN BENG","40966","12-11-1990","English","Monthly","S.L SAIHNUNA","BAPTIST CHURCH OF MIZORAM","Mizoram","Lunglei"
"34081","KOHINOOR","22269","09-12-1968","Hindi","Weekly","KESHAV DAS HARSH","KESHAVDAS  HARDA","Rajasthan","Bikaner"
"34082","KOHINOOR KANNADA","KNKAN/26/A3424","11-05-2026","Kannada","Daily","Ayub Jamadar","AYUB JAMADAR","Karnataka","Bijapur"
"34083","KOHINOOR KI CHAMAK","50139","02-02-1990","Hindi","Weekly","MOHAMMED JAHIR KHAN","MOHAMMED JAHIR KHAN","Madhya Pradesh","Bhopal"
"34084","KOHINOOR TIMES","59651","04-11-2011","Hindi","Weekly","AHSAN AHMED","AHSAN AHMED","Uttar Pradesh","Meerut"
"34085","KOHKAN","39694","29-10-1983","Urdu","Daily","ANWAROL HODO","SALMA KHATOON","Bihar","Patna"
"34086","KOHKAN","12319","06-12-1966","Urdu","Weekly","MD. ANZAR","BIBI SALMA KHATOON","Bihar","Patna"
"34087","KOHRAM EXPRESS","MPHIN/2015/62973","01-07-2015","Hindi","Weekly","QASIM BARKATI","QASIM BARKATI","Madhya Pradesh","Indore"
"34088","Koilanagari Express","ORORI/26/A3308","08-05-2026","Oriya","Weekly","Panchanan Senapati","PRAMOD KUMAR NAYAK","Odisha","Anugul"
"34089","KOINONIA VOICE","KERBIL/2015/68004","29-07-2016","English, Malayalam","Monthly","FR. REJI","MOR BASELIOUS THOMAS IST CATHOLICOS CHARITABLE TRUST","Kerala","Ernakulam"
"34090","Kok Samaj","TRKOK/26/A0210","02-01-2026","KOKBOROK","Daily","Amir Hossain","Amir Hossain","Tripura","Gomati"
"34091","KOKAN DARPAN","MAHMAR/2011/38883","12-09-2011","Marathi","Weekly","SANJAY DHONDIRAM MAHADIK","SANJAY DHOMDIRAM MAHADIK","Maharashtra","Raigad"
"34092","KOKAN DEEP","MAHMAR/2002/08722","03-01-2003","Marathi","Monthly","DILIP VAMAN SHEDGE","DILIP VAMAN SHEDGE","Maharashtra","Mumbai"
"34093","KOKAN DIARY","MAHMAR/2012/45107","11-09-2012","Marathi","Weekly","AKBAR BADEBABU SAYYED","AKBAR BADEBABU SAYYED","Maharashtra","Raigad"
"34094","KOKAN EXPRESS","MAHMAR/2000/11485","25-12-2003","Marathi","Weekly","SATISH MAHADEO KADAM","SATISH MAHADEO KADAM","Maharashtra","Ratnagiri"
"34095","KOKAN JANMAT","MAHMAR/2013/51531","21-08-2013","Marathi","Weekly","SANJAY DHONDIRAM MAHADIK","SANJAY DHONDIRAM MAHADIK","Maharashtra","Raigad"
"34096","KOKAN KADA","57123","20-07-1994","Marathi","Weekly","KSHMA UDAY ADHIKARI","KSHMA UDAY ADHIKARI","Maharashtra","Raigad"
"34097","KOKAN KI AWAZ","MAHURD/2001/04700","07-07-2001","Urdu","Weekly","DILDAR MOHD. SHAFI PURKAR","DILDAR MOHD. SHAFI PURKAR","Maharashtra","Raigad"
"34098","KOKAN KINARA","MHMAR/26/A1026","12-02-2026","Marathi","Daily","TRUPTI SHRIKRISHNA DEORUKHKAR","TRUPTI SHRIKRISHNA DEORUKHKAR","Maharashtra","Ratnagiri"
"34099","KOKAN KINARA","MAHMAR/2019/84237","16-05-2023","Marathi","Weekly","TRUPTI SHRIKRISHNA DEORUKHKAR","TRUPTI SHRIKRISHNA DEORUKHKAR","Maharashtra","Ratnagiri"
"34100","KOKAN KINARA","MAHMAR/2024/89938","04-11-2024","MARATHI","Daily","TRUPTI SHRIKRISHNA DEORUKHKAR","TRUPTI SHRIKRISHNA DEORUKHKAR","Maharashtra","Sindhudurg"
"34101","KOKAN LEKHANI","MHMAR/25/A5174","16-12-2025","Marathi","Weekly","MANGESH MADHUKAR YADAV","MANGESH MADHUKAR YADAV","Maharashtra","Raigad"
"34102","KOKAN MEDIA","MAHMAR/2016/72126","07-06-2017","Marathi","Weekly","BALKRISHNA VISHNU KONKAR","BALKRISHNA VISHNU KONKAR","Maharashtra","Ratnagiri"
"34103","KOKAN NEWS","MAHMAR/2012/58449","26-11-2014","Marathi","Weekly","JAVED ABDUL RAHIMAN MUJAWAR","JAVED ABDUL RAHIMAN MUJAWAR","Maharashtra","Ratnagiri"
"34104","KOKAN PARYATAN/BANDAKAM/UDYOG MARGDARSHIKA","MAHMAR/2006/16979","27-07-2006","Marathi","Weekly","SUDESH  SHRIKANT  SHETYE","SUDESH SHRIKANT SHETYE","Maharashtra","Ratnagiri"
"34105","KOKAN PRATIBIMB","MHMAR/26/A6039","25-07-2026","Marathi","Weekly","VIKAS RAMCHANDRA BHOIR","VIKAS RAMCHANDRA BHOIR","Maharashtra","Palghar"
"34106","KOKAN SAHAKAR","MAHMAR/2019/90615","07-04-2025","MARATHI","Weekly","SHARAD KANOJI MORE","SHARAD KANOJI MORE","Maharashtra","Ratnagiri"
"34107","KOKAN SANDHYA","MAHMAR/2006/18488","30-11-2012","Marathi","Weekly","DIPAK NARAYAN MAHADIK","DEEPAK NARAYAN MAHADIK","Maharashtra","Raigad"
"34108","KOKAN SANGRAM","MAHMAR/2012/70051","19-01-2017","Marathi","Weekly","SURESH TUKARAM MAHADIK","SURESH TUKARAM MAHADIK","Maharashtra","Ratnagiri"
"34109","KOKAN SNEHI","70693","17-05-1999","Marathi","Monthly","RAJENDRA SHANTARAM PAWASKAR","KOKAN SNEHI TRUST","Maharashtra","Mumbai"
"34110","KOKAN STAR","MAHMAR/2009/53998","13-01-2014","Marathi","Weekly","RAVINDRA MAHADEO SALVI","PRIYANKA SADANAND VILANKAR","Maharashtra","Ratnagiri"
"34111","KOKAN SUN","MAHENG/2009/31146","26-02-2010","English","Weekly","SARGUROH MANSOUR K. MEHBOOB","SARGUROH MANSOUR K. MEHBOOB","Maharashtra","Thane"
"34112","KOKAN TAK VAADAL WARA","MHMAR/25/A3019","07-10-2025","Marathi","Weekly","AMIR SHAUKAT TARLEKAR","AMIR SHAUKAT TARLEKAR","Maharashtra","Raigad"
"34113","KOKAN TIMES","MAHMAR/2006/18348","11-01-2007","Marathi","Weekly","Ankush Ashok kadam","Ankush Ashok kadam","Maharashtra","Ratnagiri"
"34114","KOKAN VIKAS","MAHMAR/2020/79659","12-03-2021","Marathi","Weekly","ARIF GULZAR PATEL","ARIF GULZAR PATEL","Maharashtra","Palghar"
"34115","KOKAN VRUTTA","MHMAR/25/A0268","19-05-2025","Marathi","Weekly","RUJUTA RAKESH GUDEKAR","RUJUTA RAKESH GUDEKAR","Maharashtra","Ratnagiri"
"34116","KOKANASTH","MAHMAR/2015/66100","10-02-2016","Marathi","Monthly","VINAYAK ANIL RAUT","VINAYAK ANIL RAUT","Maharashtra","Mumbai"
"34117","KOKANNAMA","MAHMAR/2012/48580","14-03-2013","Marathi","Weekly","UMAJI MADAN KELUSKAR","UMAJI MADAN KELUSKAR","Maharashtra","Raigad"
"34118","Kokarako osai","TNTAM/26/A6393","06-08-2026","Tamil","Daily","B Dilli Rani","B Dilli Rani","Tamil Nadu","Thiruvallur"
"34119","KOKBOROK TIMES","TRKOK/25/A1875","21-07-2025","KOKBOROK","Daily","ANAMIKA DEBBARMA","ANAMIKA DEBBARMA","Tripura","West Tripura"
"34120","KOKILA KE SWER","MPHIN/2022/86608","27-03-2024","Hindi","Monthly","ROHIT PAL","ROHIT PAL","Madhya Pradesh","Bhopal"
"34121","KOKILA TELUGU DAILY","TELTEL/2023/89145","24-09-2024","TELUGU","Daily","ARROJU SRINIVAS","ARROJU SRINIVAS","Telangana","Karimnagar"
"34122","KOLALU","50492","10-12-1991","Kannada","Weekly","D N SREEPADU","D N SREEPADU","Karnataka","Mandya"
"34123","KOLAR AGNI","KARKAN/2016/72996","17-08-2017","Kannada","Daily","K.C. RAJANNA","V VIJAY KUMAR","Karnataka","Kolar"
"34124","KOLAR BHOOMI VARTA","MPHIN/2023/88718","27-08-2024","HINDI","Monthly","VEER SINGH","VEER SINGH","Madhya Pradesh","Bhopal"
"34125","KOLAR BHUMI SAMACHAR","MPHIN/2011/38912","19-09-2011","Hindi","Weekly","BRIJENDRA KUMAR AGNIHOTRI","BRIJENDRA KUMAR AGNIHOTRI","Madhya Pradesh","Bhopal"
"34126","KOLAR DARPAN","MPHIN/2014/66168","17-02-2016","Hindi","Monthly","ASHA SINGH","ASHA SINGH","Madhya Pradesh","Bhopal"
"34127","KOLAR DARSHANA","KARKAN/2015/62769","22-06-2015","Kannada","Daily","A.G. SURESH KUMAR","A.G. SURESH KUMAR","Karnataka","Kolar"
"34128","KOLAR DHWANI","KARKAN/2003/11711","21-01-2004","Kannada","Daily","H.N.MURLIDHARA","H.N.MURLIDHARA","Karnataka","Kolar"
"34129","KOLAR EXPRESS","MPHIN/2011/40461","24-01-2012","Hindi","Weekly","LOKESH BHARGAVA","LOKESH BHARGAVA","Madhya Pradesh","Bhopal"
"34130","KOLAR HEADLINES","KARKAN/2022/83658","05-04-2023","Kannada","Daily","BABA JAN","BABA JAN","Karnataka","Kolar"
"34131","KOLAR HULCHUL","MPHIN/2016/68047","02-08-2016","Hindi","Weekly","NEETA GUPTA","NEETA GUPTA","Madhya Pradesh","Bhopal"
"34132","KOLAR JAGAT","MPHIN/2017/71702","18-05-2017","Hindi","Monthly","JAYANTI","JAYANTI","Madhya Pradesh","Bhopal"
"34133","KOLAR KA PRAHARI","MPHIN/2016/70353","09-02-2017","Hindi","Monthly","SURESH PRAJAPATI","SURESH PRAJAPATI","Madhya Pradesh","Bhopal"
"34134","KOLAR KAHALE","KARKAN/2020/78856","10-08-2020","Kannada","Daily","SYED NAYAZ","SYED NAYAZ","Karnataka","Kolar"
"34135","KOLAR KI AWAZ","MPHIN/2014/61391","21-04-2015","Hindi","Monthly","SUNITA PATEL","SUNITA PATEL","Madhya Pradesh","Bhopal"
"34136","KOLAR KI DHADKAN","MPHIN/2016/74925","23-02-2018","Hindi","Weekly","SURESH PRAJAPATI","SURESH PRAJAPATI","Madhya Pradesh","Bhopal"
"34137","KOLAR KI KHABAR","MPHIN/2014/56899","03-09-2014","Hindi","Weekly","SANT KUMAR","SANT KUMAR","Madhya Pradesh","Bhopal"
"34138","KOLAR KI KHABAR","MPHIN/2018/77701","03-07-2019","Hindi","Monthly","SANT KUMAR","SANT KUMAR","Madhya Pradesh","Bhopal"
"34139","KOLAR KI NAJAR","MPHIN/2019/87076","29-04-2024","Hindi","Weekly","SANGEETA PRAJAPATI","SANGEETA PRAJAPATI","Madhya Pradesh","Bhopal"
"34140","KOLAR KI PAHAL","MPHIN/2017/74416","18-01-2018","Hindi","Monthly","SWATI UPADHYAY","SWATI UPADHYAY","Madhya Pradesh","Bhopal"
"34141","KOLAR KI PARIKRAMA","MPHIN/2014/59149","24-12-2014","Hindi","Monthly","J. P. TAWAR","J P TAWAR","Madhya Pradesh","Bhopal"
"34142","KOLAR KI PUKAR","MPHIN/2014/58622","27-03-2015","Hindi","Weekly","RAJESH GUPTA","RAJESH GUPTA","Madhya Pradesh","Bhopal"
"34143","KOLAR KIRANA","KARKAN/2013/51794","04-09-2013","Kannada","Daily","MOHD. CHAND PASHA","MOHD. CHAND PASHA","Karnataka","Kolar"
"34144","KOLAR KRANTI","MPHIN/2016/70340","09-02-2017","Hindi","Monthly","KRATI TIWARI","KRATI TIWARI","Madhya Pradesh","Bhopal"
"34145","KOLAR MAIL","MPHIN/2016/69334","16-11-2016","Hindi","Daily","JAGMOHAN BHARTI","JAGMOHAN BHARTI","Madhya Pradesh","Bhopal"
"34146","KOLAR PRABHA","KARKAN/2008/25753","01-10-2008","KANNADA","Daily","M GOVINDAGOWDA","M GOVINDAGOWDA","Karnataka","Kolar"
"34147","KOLAR PRATINIDHI","KARKAN/2016/67690","29-06-2016","Kannada","Daily","VINOD N.","VINOD. N","Karnataka","Kolar"
"34148","KOLAR RAJNITI","MPHIN/25/A5106","11-12-2025","Hindi","Monthly","NITESH JAYARAM AHIRWAR","NITESH JAYARAM AHIRWAR","Madhya Pradesh","Bhopal"
"34149","KOLAR SAMAY","MPHIN/2016/70196","27-01-2017","Hindi","Monthly","NEHA KUSHWAHA","NEHA KUSHWAHA","Madhya Pradesh","Bhopal"
"34150","KOLAR SANGAM","MPHIN/2016/70710","16-03-2017","Hindi","Monthly","KUSUM KUSHWAHA","KUSUM KUSHWAHA","Madhya Pradesh","Bhopal"
"34151","KOLAR SANVAD","MPBIL/2021/84833","06-06-2023","English, HINDI","Monthly","RAHUL MEENA","RAHUL MEENA","Madhya Pradesh","Bhopal"
"34152","KOLAR SIMHA","KARKAN/2008/35891","24-02-2011","Kannada","Weekly","N. VENKATESH","N. VENKATESH","Karnataka","Kolar"
"34153","KOLAR TODAY","MPHIN/2014/54898","10-03-2014","Hindi","Monthly","ASHOK NARAYAN PUJARI","ASHOK NARAYAN PUJARI","Madhya Pradesh","Bhopal"
"34154","KOLAR VARTA","MPHIN/25/A4247","21-11-2025","HINDI","Quarterly","NIRANJAN SINGH","NIRANJAN SINGH","Madhya Pradesh","Rajgarh"
