"SN.","Title","Registration Number","Registration Date","Language","Periodicity","Publisher","Owner","Publication State","Publication District"
"6073","ARUNAKIRANALU","APTEL/2006/17524","20-11-2006","Telugu","Fortnightly","ADEPU LAXMINARAYANA","ADEPU LAXMINARAYANA","Telangana","Karimnagar"
"6074","ARUNAN","55317","04-02-1994","Tamil","Fortnightly","KI. ARUNAN","K.I. ARUNAN","Tamil Nadu","Coimbatore"
"6075","ARUNATARA","APTEL/2023/86694","28-03-2024","Telugu","Monthly","DUVVURI VENKATA RAMAKRISHNA RAO","DUVVURI VENKATA RAMAKRISHNA RAO","Andhra Pradesh","N T R"
"6076","ARUNATARA","21152","31-03-1973","Telugu","Monthly","DUVVURI VENKATA RAMAKRISHNA RAO","DUVVURI VENKATA RAMAKRISHNA RAO","Andhra Pradesh","N T R"
"6077","ARUNAVATI KATH","MAHMAR/2010/36438","25-03-2011","Marathi","Weekly","PRATIBHA DARBARSING RAJPUT","PRATIBHA DARBARSING RAJPUT","Maharashtra","Dhule"
"6078","ARUNDHATHI","APTEL/2013/51041","29-07-2013","Telugu","Fortnightly","M. BABUJI","M. BABUJI","Andhra Pradesh","Kurnool"
"6079","ARUNIMA VIEW","UPHIN/2011/38919","19-09-2011","Hindi","Monthly","DR. ARPAN DHAR DUBEY","ARPAN DHAR DUBEY","Uttar Pradesh","Prayagraj"
"6080","ARUNODAY TIMES","GUJBIL/2016/69325","16-11-2016","English, HINDI","Fortnightly","TARACHAND SHIVBHAGWAN DHAKA","TARACHAND SHIVBHAGWAN DHAKA","Gujarat","Surat"
"6081","ARUNODAYA","MAHBIL/2000/2560","24-08-2000","Marathi","Weekly","RAM BISANA GULHANE","RAM BISANA GULHANE","Maharashtra","Amravati"
"6082","Arunodaya Gyandeep","DLHIN/26/A0665","22-01-2026","Hindi","Half Yearly","ANJU BHALLA","SAMRIDDH SANSKRITI FOUNDATION","Delhi","New Delhi"
"6083","ARUNODAYA KIRANAM","APTEL/25/A0039","10-03-2025","Telugu","Monthly","Pudi yakoob","Pudi yakoob","Andhra Pradesh","Visakhapatnam"
"6084","ARUNODAYA UTKARSH","HARHIN/2015/65164","08-12-2015","Hindi","Monthly","ARUN SINGH CHANDEL","ARUN SINGH CHANDEL","Haryana","Faridabad"
"6085","ARUNTHATHIYAR MURASU","TNTAM/26/A3597","13-05-2026","Tamil","Monthly","S.C. Jayakumar","S.C. Jayakumar","Tamil Nadu","Chennai"
"6086","ARUSHAN NEWS","UPHIN/2024/89225","14-10-2024","HINDI","Weekly","SUPRIYA RAI","SUPRIYA RAI","Uttar Pradesh","Ghaziabad"
"6087","ARUTI UJALA","UPHIN/2008/28320","13-07-2009","Hindi","Weekly","HEMLATA AGARWAL","HEMLATA AGARWAL","Uttar Pradesh","Agra"
"6088","ARVAACHEEN TIMES","UPHIN/2023/84600","29-05-2023","Hindi","Daily","UMA DEVI","UMA DEVI","Uttar Pradesh","Kanpur Nagar"
"6089","ARVAACHEEN TIMES","UPHIN/2021/83080","16-01-2023","Hindi","Weekly","UMA DEVI","UMA DEVI","Uttar Pradesh","Kanpur Nagar"
"6090","ARVACHEEN MAHARASTRA","MHMAR/26/A0374","16-01-2026","Marathi","Weekly","Sunil Ratnakar Magar","Sunil Ratnakar Magar","Maharashtra","Nashik"
"6091","ARVACHEEN MEDIA","69906","02-03-1999","Hindi","Weekly","SHAILENDRA KUMAR BAJPEI","SHAILENDRA K.VAJPAI","Uttar Pradesh","Shahjahanpur"
"6092","ARVACHIN KHETI","GUJGUJ/2017/73331","20-09-2017","Gujarati","Monthly","RAGHUVIR KANTILAL VYAS","RAGHUVIR KANTILAL VYAS","Gujarat","Rajkot"
"6093","Arvalli  Vichar","GJGUJ/26/A0979","10-02-2026","Gujarati","Weekly","Zala Rameshbhai Jagatsinh","Zala Rameshbhai Jagatsinh","Gujarat","Arvalli"
"6094","ARVALLI TIMES","GUJGUJ/2011/48526","12-03-2013","Gujarati","Daily","HARDIK M. DESAI","HARDIK M. DESAI","Gujarat","Ahmedabad"
"6095","ARVALLI TIMES","54967","08-04-2011","Gujarati","Daily","HARDIK M. DESAI","HARDIK M. DESAI","Gujarat","Sabar Kantha"
"6096","ARVI AWAZ","62978","11-01-1996","Marathi","Weekly","GAJAY BABARAO LAMBADE","GAJAY BABARAO LAMBADE","Maharashtra","Wardha"
"6097","ARVI TIMES","16735","13-05-1991","Marathi, Hindi","Daily","DR. PRAKASH MOTILALJI RATHI","DR. PRAKASH MOTILALJI RATHI","Maharashtra","Wardha"
"6098","ARVI TIMES","20725","13-05-1991","Marathi, Hindi","Daily","DR. PRAKASH MOTILALJI RATHI","PRAKASH MOTILALJI RATHI","Maharashtra","Nagpur"
"6099","ARVI VRIT","MAHBIL/2013/50450","24-06-2013","Marathi, Hindi","Weekly","VIJAY ANNAJI AJMIRE","VIJAY KUMAR ANNAJI","Maharashtra","Yavatmal"
"6100","ARVI VRIT","MAHBIL/2013/50779","10-07-2013","Marathi, Hindi","Weekly","VIJAY ANNAJI AJMIRE","VIJAY KUMAR ANNAJI","Maharashtra","Nagpur"
"6101","ARVI VRIT","49867","11-10-1990","Marathi, Hindi","Weekly","VIJAY KUMAR ANNAJI AJMIRE","VIJAY KUMAR ANNAJI AJMIRE","Maharashtra","Wardha"
"6102","ARVI VRIT","MAHBIL/2013/50449","24-06-2013","Marathi, Hindi","Weekly","VIJAY ANNAJI AJMIRE","VIJAY KUMAR ANNAJI","Maharashtra","Amravati"
"6103","ARVIND SANDESH","MPHIN/2008/27731","14-05-2009","Hindi","Monthly","ARVIND MAHARAJ","ARVIND MAHARAJ","Madhya Pradesh","Indore"
"6104","arvindalya Daily","BHHIN/25/A0473","27-05-2025","Hindi","Daily","JAI PRAKASH KUMAR","JAI PRAKASH KUMAR","Bihar","Muzaffarpur"
"6105","ARYA","35686","16-04-1979","English, Marathi, Hindi","Monthly","SMT MADHAVI BHOLANATH NAHAR","NULL","Maharashtra","Mumbai"
"6106","ARYA  UDDESH","MPHIN/2022/81825","25-08-2022","Hindi","Monthly","KHALID KHAN","KHALID KHAN","Madhya Pradesh","Bhopal"
"6107","ARYA  UDDESH","MPHIN/25/A3862","12-11-2025","Hindi","Fortnightly","KHALID KHAN","KHALID KHAN","Madhya Pradesh","Bhopal"
"6108","ARYA BHARAT","51035","30-05-1990","Hindi","Weekly","SMT. VIDHYAWATI","SMT. VIDHYAWATI","Uttar Pradesh","Ghaziabad"
"6109","ARYA BHATTA VEDANG NIRNAYA SAGAR","MPHIN/2015/65325","23-12-2015","Hindi","Annual","P.N. BHATT","P.N. BHATT","Madhya Pradesh","Sagar"
"6110","ARYA BHOOMI","63957","01-08-2013","Gujarati","Weekly","BHARATBHAI B. CHAUHAN","BHARAT BHAI B.CHAUHAN","Gujarat","Junagadh"
"6111","ARYA BHUMI","ODIODI/2016/73811","15-11-2017","Oriya","Fortnightly","PRATAP CHANDRA SAHOO","PRATAP CHANDRA SAHOO","Odisha","Cuttack"
"6112","ARYA CHETNA NEWS","UPHIN/2019/77630","25-06-2019","Hindi","Daily","SHARAD KUMAR MISHRA","SHARAD KUMAR MISHRA","Uttar Pradesh","Lucknow"
"6113","ARYA CHETNA NEWS","UPHIN/2023/90804","04-06-2025","Hindi","Monthly","SHARAD KUMAR MISHRA","SHARAD KUMAR MISHRA","Uttar Pradesh","Lucknow"
"6114","ARYA DARPAN HARYANA","HARHIN/2014/63096","07-07-2015","Hindi","Fortnightly","HARI KISHAN ARYA","HARI KISHAN ARYA","Haryana","Karnal"
"6115","ARYA DHARA","MPHIN/2017/71248","24-04-2017","Hindi","Daily","RAMESH DUBEY","RAMESH DUBEY","Madhya Pradesh","Bhopal"
"6116","ARYA DHARA","MPHIN/2010/35065","04-01-2011","Hindi","Monthly","RAMESH DUBEY","RAMESH DUBEY","Madhya Pradesh","Bhopal"
"6117","ARYA JAGAT","39","04-03-1957","English, HINDI","Weekly","Surender Kumar Sharma","ARYA PRADESHIK PRATINIDHI SABHA","Delhi","New Delhi"
"6118","ARYA JEEVAN","52990","20-02-1995","Telugu, Hindi","Fortnightly","VITHAL RAO","ARYA PRATINIDHI SABHA","Telangana","Hyderabad"
"6119","ARYA JYOTI","4912","29-08-1960","Hindi","Weekly","K .NARENDRA","VIRENDRA","Punjab","Jalandhar"
"6120","ARYA JYOTI","20529","28-01-1972","Gujarati","Weekly","PATEL VELJIBHAI KARSANBHAI","VELJIBHAI KARSANBHAI PATEL","Gujarat","Sabar Kantha"
"6121","ARYA KALP","35537","28-12-1979","Hindi","Monthly","LOLARK DWIVEDI","LOLARK DWIVEDI","Uttar Pradesh","Varanasi"
"6122","ARYA KHABAR","MPHIN/2016/69713","23-12-2016","Hindi","Weekly","DR. SHARAD SHRIVASTAVA","DR. SHARAD SHRIVASTAVA","Madhya Pradesh","Jabalpur"
"6123","ARYA MARTAND","10471","12-12-2005","HINDI","Fortnightly","JEEVVARDHAN SHASTRI","ARYA PRATINIDHI SABHA, RAJASTHAN","Rajasthan","Jaipur"
"6124","ARYA MARYADA","26281","15-12-1974","Hindi","Weekly","PREM BHARDWAJ","ARYA PRATINIDHI SABHA","Punjab","Jalandhar"
"6125","ARYA MITRA","2241","04-03-1957","Hindi","Monthly","RAJ KISHORE GUPTA","ARYA PRATINIDHI SABHA","Uttar Pradesh","Lucknow"
"6126","ARYA NEWS","TELTEL/2022/81846","26-08-2022","Telugu","Monthly","KUMMARI SRISHYLAM","KUMMARI SRISHYLAM","Telangana","Medak"
"6127","ARYA PRADESH SANDESH","UPHIN/2023/88402","13-08-2024","HINDI","Monthly","Sandhya trivedi","Sandhya trivedi","Uttar Pradesh","Lucknow"
"6128","ARYA PRADESH SANDESH","UPHIN/2022/83903","24-04-2023","Hindi","Weekly","Sandhya trivedi","Sandhya trivedi","Uttar Pradesh","Lucknow"
"6129","ARYA PRAVAH","UPHIN/26/A5069","15-06-2026","Hindi","Monthly","Sashakt Singh","Sashakt Singh","Uttar Pradesh","Lucknow"
"6130","ARYA PRAVAH","UPHIN/2019/78483","20-02-2020","Hindi","Weekly","SASHAKT SINGH","SASHAKT SINGH","Uttar Pradesh","Lucknow"
"6131","ARYA PRAVAH","UPHIN/2020/80199","19-08-2021","Hindi","Daily","SASHAKT SINGH","SASHAKT SINGH","Uttar Pradesh","Lucknow"
"6132","ARYA SANDESH","32387","10-02-1977","English, Sanskrit, Hindi","Weekly","DHARAMPAL ARYA","DELHI ARYA PARTINIDHI SABHA","Delhi","New Delhi"
"6133","ARYA VAIBHAVAM","TELTEL/2020/78817","16-07-2020","Telugu","Monthly","THUMU SUBASH REDDY","THUMU SUBASH REDDY","Telangana","Mahbubnagar"
"6134","ARYA VAIDYAN","55127","12-12-2005","English, HINDI","Quarterly","P. K. WARRIER","ARYA VAIDYAN SALA","Kerala","Malappuram"
"6135","ARYA VANSH","MPHIN/2014/67628","27-06-2016","Hindi","Weekly","Karan Singh Rajput","Karan Singh Rajput","Madhya Pradesh","Bhopal"
"6136","ARYABHATT","UTTHIN/2011/41415","03-04-2012","Hindi","Weekly","KESHAV KUMAR PACHAURI","KESHAV KUMAR PACHAURI","Uttarakhand","Dehradun"
"6137","ARYABHUMI MEDIA","MAHHIN/2018/75669","25-06-2018","Hindi","Monthly","CHANDRAPRAKASH NISHAD","CHANDRAPRAKASH NISHAD","Maharashtra","Mumbai"
"6138","ARYAN AGE","DELENG/2013/50604","01-07-2013","English","Daily","DEWANG GOYAL","DEWANG GOYAL","Delhi","New Delhi"
"6139","Aryan Age","MHENG/25/A0943","04-06-2025","English","Daily","DEWANG GOYAL","DEWANG GOYAL","Maharashtra","Mumbai"
"6140","Aryan Age","RJENG/26/A5054","12-06-2026","English","Daily","DEWANG GOYAL","DEWANG GOYAL","Rajasthan","Jaipur"
"6141","ARYAN BHASKAR","MPHIN/2022/87010","30-04-2024","Hindi","Monthly","SUNIL PRABHAKAR","SUNIL PRABHAKAR","Madhya Pradesh","Bhopal"
"6142","ARYAN EXPRESS","UTTHIN/2010/36536","29-03-2011","Hindi","Weekly","GUNJAN SAXENA","GUNJAN SAXENA","Uttarakhand","Dehradun"
"6143","ARYAN HERITAGE","42854","24-08-2004","English, Hindi","Monthly","Surender Kumar Sharma","DAV COLLEGE TRUST & MANAGEMENT SOCIETY","Delhi","New Delhi"
"6144","ARYAN KA PREDESH","MPHIN/2021/82983","30-11-2022","Hindi","Daily","SUKHRAM SINGH YADAV","SUKHRAM SINGH YADAV","Madhya Pradesh","Bhopal"
"6145","ARYAN MARGDARSHIKA","MPHIN/2016/68097","05-08-2016","Hindi","Monthly","VINAY KUMAR TIWARI","VINAY KUMAR TIWARI","Madhya Pradesh","Bhopal"
"6146","Aryan News","GJGUJ/25/A0150","07-05-2025","Gujarati","Weekly","Devangda Jayesh","Devangda Jayesh","Gujarat","Jamnagar"
"6147","ARYAN PATH","11566","28-12-1965","English","Monthly","K.R. ACHUTHA RAO","THEOSOPHY CO. (INDIA) PVT. LTD.","Maharashtra","Mumbai"
"6148","ARYAN SHAKTI","HARHIN/2015/62603","15-06-2015","Hindi","Fortnightly","VARUN KOHLI","VARUN KOHLI","Haryana","Kaithal"
"6149","ARYASWARAJ","MAHHIN/2021/81345","07-04-2022","Hindi","Weekly","UMESH VITTHAL SALASKAR","UMESH VITTHAL SALASKAR","Maharashtra","Thane"
"6150","ARYAVART","UPHIN/26/A6008","25-07-2026","Hindi","Daily","Vikash Preetam","Vikash Preetam","Uttar Pradesh","Prayagraj"
"6151","ARYAVART","HRHIN/26/A6932","14-08-2026","Hindi","Daily","Vikash Preetam","Vikash Preetam","Haryana","Panchkula"
"6152","ARYAVART","UPHIN/26/A6005","25-07-2026","Hindi","Daily","Vikash Preetam","Vikash Preetam","Uttar Pradesh","Varanasi"
"6153","ARYAVART","JHHIN/26/A6209","28-07-2026","Hindi","Daily","Vikash Preetam","Vikash Preetam","Jharkhand","Ranchi"
"6154","ARYAVART","CTHIN/26/A6023","25-07-2026","Hindi","Daily","Vikash Preetam","Vikash Preetam","Chhattisgarh","Raipur"
"6155","ARYAVART","DLHIN/25/A3120","09-10-2025","Hindi","Daily","ARUNESH BANSAL","Vikash Preetam","Delhi","North West Delhi"
"6156","ARYAVART","UPHIN/26/A6915","14-08-2026","Hindi","Daily","Vikash Preetam","Vikash Preetam","Uttar Pradesh","Lucknow"
"6157","ARYAVART","UPHIN/26/A6010","25-07-2026","Hindi","Daily","Vikash Preetam","Vikash Preetam","Uttar Pradesh","Gorakhpur"
"6158","ARYAVART CHINTAN","UPHIN/2001/05820","29-01-2002","Hindi","Weekly","SOHAN LAL VERMA","SOHAN LAL VERMA","Uttar Pradesh","Lucknow"
"6159","ARYAVART KRANTI","UPHIN/2014/57034","09-09-2014","Hindi","Daily","PRABHAT PANDEY","PRABHAT PANDEY","Uttar Pradesh","Lucknow"
"6160","ARYAVART MAIL","JHAHIN/2016/70483","01-03-2017","Hindi","Weekly","GIRIJA PANDEY","GIRIJA PANDEY","Jharkhand","Purbi Singhbhum"
"6161","ARYAVART PRASANG","BIHHIN/2019/78314","31-12-2019","Hindi","Monthly","ASHUTOSH PATHAK","ASHUTOSH PATHAK","Bihar","Supaul"
