"SN.","Title","Registration Number","Registration Date","Language","Periodicity","Publisher","Owner","Publication State","Publication District"
"82047","YUVAON KI KHABAR","UPHIN/2013/49096","10-04-2013","Hindi","Weekly","JITENDRA KUMAR SINGH","JITENDRA KUMAR SINGH","Uttar Pradesh","Lucknow"
"82048","YUVAON KI KHABAR","UPHIN/2013/53879","06-01-2014","Hindi","Daily","JITENDRA KUMAR SINGH","JITENDRA KUMAR SINGH","Uttar Pradesh","Lucknow"
"82049","YUVAON KI TAPASYA","MPHIN/2015/61324","16-04-2015","Hindi","Monthly","AASIYA KHAN","AASIYA KHAN","Madhya Pradesh","Bhopal"
"82050","YUVAPATRA","MAHMAR/2010/38698","26-08-2011","Marathi","Monthly","GARAD SANTOSH DIGAMBARRAO","GARAD SANTOSH DIGAMBARRAO","Maharashtra","Jalna"
"82051","YUVAPRIYA","MPHIN/26/A1716","18-03-2026","HINDI","Monthly","Saif Uddin","Saif Uddin","Madhya Pradesh","Bhopal"
"82052","YUVAPRIYA","MPHIN/2024/89863","24-10-2024","HINDI","Quarterly","SAIF UDDIN","SAIF UDDIN","Madhya Pradesh","Bhopal"
"82053","YUVARAJ KI KHABREN","MPHIN/2016/72096","06-06-2017","HINDI","Weekly","VAIBHAV BHANDARI","VAIBHAV BHANDARI","Madhya Pradesh","Bhopal"
"82054","YUVARATNA","MAHMAR/2014/57310","18-09-2014","Marathi","Weekly","YOGESH SUKHDEORAO DEOKE","YOGESH SUKHDEORAO DEOKE","Maharashtra","Amravati"
"82055","YUVASANDESHAM","APTEL/2022/82023","05-09-2022","Telugu","Monthly","BUKKE SAHADEVAIAH NAIK","BUKKE SAHADEVAIAH NAIK","Andhra Pradesh","Chittoor"
"82056","YUVASHAKTI AZADI KI MASHAL","MAHHIN/2005/15719","06-12-2005","Hindi","Weekly","KISHOR GANPATRAO BAWANE","KISHOR GANPATRAO BAWANE","Maharashtra","Nagpur"
"82057","YUVASHAKTI EXPRESS","MAHMAR/2016/72543","11-07-2017","Marathi","Weekly","TUSHAR RAJRATNA GAIKWAD","TUSHAR RAJRATNA GAIKWAD","Maharashtra","Palghar"
"82058","YUVATANTRA","MPHIN/2018/76232","17-10-2018","Hindi","Monthly","ATHAR KHAN","ATHAR KHAN","Madhya Pradesh","Bhopal"
"82059","YUVATANTRA","MPHIN/2021/83081","16-01-2023","Hindi","Daily","ATHAR KHAN","ATHAR KHAN","Madhya Pradesh","Bhopal"
"82060","YUVATARAM","APTEL/2010/31048","16-09-2013","Telugu","Monthly","P. RAMAKRISHNA","P. RAMAKRISHNA","Telangana","Rangareddy"
"82061","YUVATEJAM","APTEL/2009/35581","03-02-2011","Telugu","Daily","K. BABU RAO","KUNA BABU RAO","Andhra Pradesh","Visakhapatnam"
"82062","YUVATHARAM","APTEL/25/A2839","23-09-2025","TELUGU","Daily","RACHAKONDA CHANDRA SEKHAR RAO","RACHAKONDA CHANDRA SEKHAR RAO","Andhra Pradesh","Ananthapuramu"
"82063","YUVATHARAM","APTEL/2023/88231","29-07-2024","TELUGU","Daily","RACHAKONDA CHANDRA SEKHAR RAO","RACHAKONDA CHANDRA SEKHAR RAO","Andhra Pradesh","Kurnool"
"82064","YUVAVANI","MAHMAR/2010/32453","31-05-2010","Marathi","Weekly","DR. PRAMOD SITARAMJI GHUGE","DR. PRAMOD SITARAMJI GHUGE","Maharashtra","Washim"
"82065","YUVAVARTA","MAHMAR/2007/24252","04-06-2008","Marathi","Daily","SUSHILA KISAN HASE","SUSHILA KISAN HASE","Maharashtra","Ahilyanagar"
"82066","YUVAWADAL","MAHBIL/2011/39038","30-09-2011","Marathi, Hindi","Weekly","BHIMKIRTI MANOHARRAO BARSE","BHIMKIRTI MANOHARRAO BARSE","Maharashtra","Amravati"
"82067","yuvraj Bharat news","PBPUN/26/A1164","17-02-2026","Punjabi","Daily","Pardeep Kumar","Pardeep Kumar","Punjab","Amritsar"
"82068","YUVRAJ TODAY","MPHIN/2023/87454","10-06-2024","Hindi","Daily","YUVNESHWAR PRASAD SHUKLA","YUVNESHWAR PRASAD SHUKLA","Madhya Pradesh","Bhopal"
"82069","YUWA ADHIKAR","MAHMAR/2000/02898","12-02-2001","MARATHI","Weekly","VISHAKHA MAHENDRA PATIL","VISHAKHA MAHENDRA PATIL","Maharashtra","Wardha"
"82070","YUWA AUDICHYA","MPHIN/2022/90603","03-04-2025","HINDI","Monthly","PANKAJ JOSHI","YUWA KALYAN AUDICHYA BRAHMIN SAMITI","Madhya Pradesh","Ujjain"
"82071","YUWA DHADKAN","MAHBIL/2008/25662","22-09-2008","Marathi, Hindi","Weekly","RAJESH NAVALKISHOR THAKUR","RAJESH NAVALKISHOR THAKUR","Maharashtra","Nagpur"
"82072","YUWA JAGAR","67389","04-07-2011","Marathi, Hindi","Weekly","OM PRAKASH DNYANESHWAR BORALKAR","OMPRAKASH DYNANESHWAR BORALKAR","Maharashtra","Amravati"
"82073","YUWA JWALA","MAHBIL/2001/04687","23-08-2001","Marathi, Hindi","Weekly","RAMESH GULABRAO INGLE","RAMESH GULABRAO INGLE","Maharashtra","Amravati"
"82074","YUWA NOKARI SANDARBHA","MAHMAR/2002/09114","25-02-2003","Marathi","Weekly","UJAWALA SUHAS RAJE BHOSALE","UJAWALA SUHAS RAJE BHOSALE","Maharashtra","Kolhapur"
"82075","YUWA REPORTER","51081","16-08-2010","Hindi","Weekly","INDER MOHAN","INDER MOHAN","Uttar Pradesh","Meerut"
"82076","YUWA SAMUH","43662","24-09-2010","Marathi, Hindi","Daily Evening","Prashant Omprakash Agrawal","Prashant Omprakash Agrawal","Maharashtra","Wardha"
"82077","YUWA UTTARAKHAND","UTTHIN/2023/88437","13-08-2024","HINDI","Weekly","MANEESH NAITHANI","MANEESH NAITHANI","Uttarakhand","Dehradun"
"82078","YUWA VISHWA","46999","02-11-1988","Marathi","Weekly","SHUBHAM VIDYANAND RABADE","SHUBHAM VIDYANAND RABADE","Maharashtra","Chhatrapati Sambhaji Nagar"
"82079","YuwaDrishti","MHMAR/25/A0625","29-05-2025","Marathi","Weekly","Sagar Haridas Panhale","Sagar Haridas Panhale","Maharashtra","Ahilyanagar"
"82080","YUWAK PHULWARI","10106","01-01-1964","English, Punjabi, Hindi","Annual","SADHU RAM BANSIL","S.S.N. ARYA HIGH SCHOOL, RAMAN,","Punjab","Bathinda"
"82081","YUWAON KI AWAAJ","UAHIN/26/A2133","30-03-2026","Hindi","Weekly","SEEMA","SEEMA","Uttarakhand","Dehradun"
"82082","YUYUTS","MPBIL/2015/65505","08-01-2016","English, HINDI","Quarterly","DR. MEERA PINGLE","INSTITUTE FOR EXCELLENCE IN HIGHER EDUCATION,BHOPAL","Madhya Pradesh","Bhopal"
"82083","ZAANVUN LOKCHAAR","JKENG/2018/77727","12-07-2019","English","Monthly","KHALID FAYAZ MIR","KHALID FAYAZ MIR","Jammu and Kashmir","Anantnag"
"82084","ZABAN E KHALQUE","16751","05-02-1968","Hindi, Urdu","Weekly","KHATIB ANSARI","KHATIB ANSARI","Maharashtra","Nashik"
"82085","ZABAN I KHANJAR","JKURD/2010/34072","21-10-2010","Urdu","Daily","MASARAT JAN","MASARAT JAN","Jammu and Kashmir","Srinagar"
"82086","ZABAR","71949","25-10-1999","Hindi","Fortnightly","SOMNATH SHARMA","SOMNATH SHARMA","Rajasthan","Kota"
"82087","ZABARWAN TIMES","JKBIL/2011/39764","25-11-2011","English, Urdu","Daily","BASHIR ATHAR MALIK","BASHIR ATHAR MALIK","Jammu and Kashmir","Srinagar"
"82088","ZADAP","MAHMAR/2007/21492","23-10-2007","Marathi","Weekly","PRADEEP VIJAY MAHALE","PRADEEP VIJAY MAHALE","Maharashtra","Jalgaon"
"82089","ZADAZADATI","MAHMAR/2012/45577","08-10-2012","Marathi","Daily","DHANAJI BHAGWANRAO CHAVAN","DHANAJI BHAGWANRAO CHAVAN","Maharashtra","Parbhani"
"82090","ZADAZADATI","MAHMAR/2015/64017","04-09-2015","Marathi","Weekly","DHANAJI BHAGWANRAO CHAVAN","DHANAJI BHAGWANRAO CHAVAN","Maharashtra","Parbhani"
"82091","ZADIPATTITIL VICHAR","70697","17-05-1999","Marathi","Weekly","KESHAORAO KISAN DASHMUKHE","KESHAORAO KISAN DASHMUKHE","Maharashtra","Gadchiroli"
"82092","ZADIWARTA","MAHMAR/2017/75024","08-03-2018","Marathi","Weekly","SANGEETA VISHWANATH VIJAYKAR","SANGEETA VISHWANATH VIJAYKAR","Maharashtra","Gadchiroli"
"82093","ZAHIR PATRIKA","MPHIN/2015/60694","11-03-2015","Hindi","Monthly","MIRZA NEELOFAR","MIRZA NEELOFAR","Madhya Pradesh","Bhopal"
"82094","ZAINABIA NEWS","MAHBIL/2015/65845","28-01-2016","Hindi, Urdu","Monthly","JAVED RIZVI","JAVED RIZVI","Maharashtra","Mumbai"
"82095","ZAKAS CINEMA CINEMA","MAHMAR/2014/55450","29-04-2014","Marathi","Weekly","SUHAS UTTAM SHINDE","SUHAS UTTAM SHINDE","Maharashtra","Thane"
"82096","ZALAK GUJARATNI","GUJBIL/2022/84513","26-05-2023","Gujarati, Hindi","Monthly","PARMAR NATVARBHAI MULABHAI","PARMAR NATVARBHAI MULABHAI","Gujarat","Sabar Kantha"
"82097","ZALAWAD EXPRESS","GUJGUJ/2022/84442","23-05-2023","Gujarati","Weekly","SHAHRUKH ABDULBHAI SIPAI","SHAHRUKH ABDULBHAI SIPAI","Gujarat","Surendranagar"
"82098","ZALAWAD GAURAV","GUJGUJ/2015/63734","11-08-2015","Gujarati","Weekly","RUSHIKESH R. TRIVEDI","RUSHIKESH R. TRIVEDI","Gujarat","Surendranagar"
"82099","ZALAWAD JAIN DARSHAN","MAHBIL/2021/80571","02-12-2021","English, Gujarati","Monthly","KETAN ARVIND SHAH","SHREE ZALAWAD JAIN SWETAMBER MURTIPUJAK SANGH","Maharashtra","Mumbai"
"82100","ZALAWAD JAIN DARSHAN","31538","29-11-1977","Gujarati","Monthly","KETAN ARVIND SHAH","ZALAWAD JAIN SWETAMBER MURTI PUJAK SANGH","Maharashtra","Mumbai"
"82101","ZALAWAD NE PANTHE","GUJGUJ/2016/77004","11-03-2019","Gujarati","Daily","PRATIKSINGH D. RANA","PRATIKSINGH D. RANA","Gujarat","Surendranagar"
"82102","ZALAWAD NE PANTHE","GUJGUJ/2000/00101","13-08-2013","Gujarati","Weekly","PRATIKSINGH D. RANA","PRATIKSINGH D. RANA","Gujarat","Surendranagar"
"82103","ZALAWAD NEWS","GUJGUJ/2016/67815","15-07-2016","Gujarati","Weekly","RAMILABEN VISHNUBHAI PATEL","RAMILABEN VISHNUBHAI PATEL","Gujarat","Ahmedabad"
"82104","ZALAWAD NI ARSHI","GUJGUJ/2001/06210","26-07-2012","Gujarati","Daily","MANISHA TUSHAR RAVAL","MANISHA TUSHAR RAVAL","Gujarat","Surendranagar"
"82105","ZALAWAD SAMACHAR","27513","31-01-1972","Gujarati","Daily","DIPEN GIRISHBHAI THAKER","DIPEN GIRISHBHAI THAKER","Gujarat","Surendranagar"
"82106","ZALAWADI SAI SUTHAR GNYATI DARSHAN","72114","05-11-1999","Gujarati","Monthly","KIRTIKUMAR G. SOLANKI","KIRTIKUMAR SOLANKI","Maharashtra","Nandurbar"
"82107","ZALAWADNEE ASHIMATA","54987","31-10-1994","Gujarati","Weekly","BHARAT KUMAR P PANDYA","BHARAT KUMAR P.PANDYA","Gujarat","Surendranagar"
"82108","ZALEN","MIZMIZ/2010/38382","28-07-2011","English","Weekly","VANLALREMA VANTAWL","VANLALREMA VANTAWL","Mizoram","Aizawl"
"82109","ZALORI SAMACHAR","GUJGUJ/2023/86946","18-04-2024","Gujarati","Weekly","HANIFMAHAMMAD SIKANDARKHAN GHASURA","HANIFMAHAMMAD SIKANDARKHAN GHASURA","Gujarat","Banaskantha"
"82110","ZALWAD NI ZALAK","GUJGUJ/2001/16690","02-06-2006","Gujarati","Weekly","VAGHELA BHARATSINH JAMSINH","BHARAT SINGH J VAGHELA","Gujarat","Surendranagar"
"82111","ZAM ZAM","MAHHIN/2002/08836","26-02-2003","Hindi","Weekly","ZAKIR HUSAIN MEHBOOB HUNDERI","ZAKIR HUSAIN MEHBOOB HUNDERI","Maharashtra","Solapur"
"82112","Zamaane Ke Saath Kadam milaana","UAHIN/26/A1998","25-03-2026","Hindi","Weekly","Abhishek Pratap Singh","Abhishek Pratap Singh","Uttarakhand","Dehradun"
"82113","ZAMAN TIMES","UPURD/2014/57131","11-09-2014","Urdu","Weekly","NIGAR ZAHRA","NIGAR ZAHRA","Uttar Pradesh","Fatehpur"
"82114","ZAMAN TIMES","UPHIN/2008/25946","17-10-2008","Hindi","Weekly","NIGAR ZAHRA","NIGAR ZAHRA","Uttar Pradesh","Fatehpur"
"82115","ZAMAN TIMES","UPHIN/2014/58255","14-11-2014","Hindi","Weekly","NIGAR ZAHRA","NIGAR ZAHRA","Uttar Pradesh","Lucknow"
"82116","ZAMAN TIMES","UPHIN/2009/28290","10-07-2009","Hindi","Daily","NIGAR ZAHRA","NIGAR ZAHRA","Uttar Pradesh","Fatehpur"
"82117","ZAMANA","6204","01-01-1960","Hindi","Weekly","P. L .SHARMA","P. L. SHARMA","Maharashtra","Akola"
"82118","ZAMANAT E HIND","BIHURD/2015/63092","08-07-2015","Urdu","Daily","PRACHI KUMARI","PRACHI KUMARI","Bihar","Patna"
"82119","ZAMEEN KI PUKAR","UPHIN/2011/49522","07-05-2013","Hindi","Daily","CHAKRAPANI OJHA","CHAKRAPANI OJHA","Uttar Pradesh","Deoria"
"82120","ZAMHURIYAT  E JHARKHAND","JHAURD/2023/85946","21-12-2023","Urdu","Daily","MUZAFFER HUSSAIN","MUZAFFER HUSSAIN","Jharkhand","Ranchi"
"82121","ZAMIN RYOT","1156","04-03-1957","Telugu","Weekly","N. SREE RAMAMURTHY","ZAMIN RYOT TRUST COMMITTEE","Andhra Pradesh","Sri Potti Sriramulu Nellore"
"82122","ZAMINDAR","16378","29-07-1968","Urdu","Daily","Mehraj Ud Din Dar","Mehraj Ud Din Dar","Jammu and Kashmir","Srinagar"
"82123","Zamini haqiqat","UPHIN/25/A2692","18-09-2025","Hindi","Weekly","Little sharma","Little sharma","Uttar Pradesh","Saharanpur"
"82124","ZAMINI SACH","UPURD/2014/55627","15-05-2014","Urdu","Daily","AFAQUE AHMAD","AFAQUE AHMAD","Uttar Pradesh","Lucknow"
"82125","ZAMINI SACH","UPURD/2014/55462","29-04-2014","Urdu","Weekly","AFAQUE AHMAD","AFAQUE AHMAD","Uttar Pradesh","Lucknow"
"82126","ZAMINI SACH","UPURD/2010/33249","10-08-2010","Urdu","Daily","AFAQUE AHMAD","AFAQUE AHMAD","Uttar Pradesh","Azamgarh"
"82127","ZAMIR FAROSH","15507","01-01-1967","Hindi, Urdu","Monthly","RATTAN LAL VAID","RATTAN LAL VAID","Haryana","Karnal"
"82128","ZAMIRE AWADH ZADID","UPURD/2009/30693","02-02-2010","Urdu","Daily","SHAKEEL AHMAD","SHAKEEL AHMED","Uttar Pradesh","Sitapur"
"82129","ZAMIRE AWADH ZADID","61785","22-06-2011","Urdu","Weekly","SHAKIL AHMED","SHAKEEL AHMED","Uttar Pradesh","Lucknow"
"82130","ZANKRUT","GUJGUJ/2006/18099","29-10-2013","Gujarati","Monthly","NAVNEETBHAI A. PATEL","NAVNEETBHAI A. PATEL","Gujarat","Mahesana"
"82131","ZARA SAMACHAR","DELURD/2016/68155","06-08-2016","Urdu","Daily","TUSHAR","TUSHAR","Delhi","New Delhi"
"82132","ZARA SAMACHAR","MPURD/2013/50024","03-06-2013","Urdu","Daily","TUSHAR","TUSHAR","Madhya Pradesh","Gwalior"
"82133","ZARA SUNIYE","UPHIN/2013/53598","17-12-2013","Hindi","Monthly","ISHTYAQ ALI","ISHTYAQ ALI","Uttar Pradesh","Lucknow"
"82134","ZARB-E-KALEEM","38998","01-10-2012","Urdu","Fortnightly","ABDUL LATEEF QUADRI","ABDUL LATEEF QUADRI","Telangana","Hyderabad"
"82135","ZAREEF","44947","26-04-2012","Urdu","Monthly","MIRZA AQUEEL BAIG","MIRZA AQUEEL BAIG","Telangana","Hyderabad"
"82136","ZAREEF","37972","26-04-2012","Urdu","Weekly","MIRZA AQUEEL BAIG","MIRZA AQUEEL BAIG","Telangana","Hyderabad"
"82137","ZAREEF","APURD/2005/16442","27-04-2012","Urdu","Daily","MIRZA AQUEEL BAIG","MIRZA AQUEEL BAIG","Telangana","Hyderabad"
"82138","ZAREEN TODAY","MPHIN/2016/70893","26-04-2017","Hindi","Monthly","YAMEEN KHAN","YAMEEN KHAN","Madhya Pradesh","Bhopal"
"82139","ZARIYA NAZARIYA","MAHHIN/2022/87046","26-04-2024","Hindi","Monthly","PURAN PANKAJ","PURAN PANKAJ","Maharashtra","Thane"
"82140","ZARRIN SHUWAYAEN","45604","22-02-1989","Urdu","Monthly","FAREEDA RAHAMATHULLAH","FAREEDA RAHAMATHULLAH","Karnataka","Bengaluru"
"82141","ZARURAT E RISHTA","CHHHIN/2014/58277","17-11-2014","Hindi","Quarterly","M.S. KHAN","M.S. KHAN","Chhattisgarh","Raipur"
"82142","ZATPAT NEWS","GUJGUJ/2021/82062","21-09-2022","Gujarati","Daily","NILESH NATVARBHAI PATEL","NILESH NATVARBHAI PATEL","Gujarat","Navsari"
"82143","ZAUQ TAKALLUM","MPHIN/2018/77140","08-04-2019","Hindi","Monthly","FARHANA KHANAM","FARHANA KHANAM","Madhya Pradesh","Bhopal"
"82144","ZAUQ TAKALLUM","MPURD/2020/80417","28-10-2021","Urdu","Monthly","FARHANA KHANAM","FARHANA KHANAM","Madhya Pradesh","Bhopal"
"82145","ZAWIYA-E-NAZAR","TELURD/1999/02460","18-11-2000","Urdu","Weekly","SULTANA BANU","SULTANA BANU","Telangana","Hyderabad"
"82146","ZAWIYA-E-NAZAR","TELURD/2006/16496","25-04-2006","Urdu","Daily","SULTANA BANU","SULTANA BANU","Telangana","Hyderabad"
"82147","Zed Plus News samachar Patra","UPHIN/26/A4967","11-06-2026","Hindi","Weekly","Jaiveer Kumar","Jaiveer Kumar","Uttar Pradesh","Meerut"
"82148","ZEE MARATHI DISHA","MAHMAR/2017/75158","10-05-2018","Marathi","Weekly","PRASHANT SAXENA","DILIGENT MEDIA CORPORATION LTD","Maharashtra","Mumbai"
"82149","ZEE NEXT TIMES","HARENG/2006/20494","20-07-2007","English","Monthly","NARENDER SHARMA","NARENDER SHARMA","Haryana","Faridabad"
"82150","ZEE VISION","MPHIN/2009/35409","24-01-2011","Hindi","Monthly","GAURAV JOSHI","GAURAV JOSHI","Madhya Pradesh","Bhopal"
"82151","ZEEL TODAY","MAHMAR/2015/62758","19-06-2015","Marathi","Weekly","DESHMUKH SUNIL PRAKASH","DESHMUKH SUNIL PRAKASH","Maharashtra","Dhule"
"82152","ZEENAT A HIND","RAJHIN/2014/57392","19-09-2014","HINDI","Fortnightly","NISAR AHMED KHILJI","MARWAR MUSLIM EDUCATIONAL AND WELFARE SOCIETY","Rajasthan","Jodhpur"
"82153","ZEENAT E DECCAN","APURD/2014/55678","24-05-2014","Urdu","Daily","MIRZA SHAKIR BAIG","MIRZA SHAKIR BAIG","Andhra Pradesh","Hyderabad"
"82154","ZEENAT TODAY","UPHIN/2016/69182","09-11-2016","Hindi","Weekly","SHAHEEN JAHAN","SHAHEEN JAHAN","Uttar Pradesh","Lucknow"
